	chromosome	start	end
4642	11	65659520	65668044
4643	11	65684279	65686588
4644	11	65686728	65689032
4645	11	65729160	65747299
4646	11	65764016	65769647
4647	11	65769550	65771620
4648	11	65779312	65780976
4649	11	65784223	65793988
4650	11	65809423	65816651
4651	11	65818200	65836779
4652	11	65834748	65837090
4653	11	65837834	66012218
4654	11	66012311	66013710
4655	11	66024765	66035331
4656	11	66027038	66029305
4657	11	66032248	66033137
4658	11	66035106	66035600
4659	11	66036004	66044963
4660	11	66044250	66044963
4661	11	66045661	66052772
4662	11	66052051	66056641
4663	11	66059341	66064135
4664	11	66080324	66086708
4665	11	66081958	66084515
4666	11	66097713	66104311
4667	11	66101965	66107346
4668	11	66104804	66112596
4669	11	66112843	66115163
4670	11	66115421	66132275
4671	11	66129992	66139685
4672	11	66188475	66194178
4673	11	66202546	66234209
4674	11	66234216	66244808
4675	11	66240961	66247704
4676	11	66247484	66277130
4677	11	66276550	66301084
4678	11	66278077	66301098
4679	11	66288108	66313709
4680	11	66330934	66336312
4681	11	66357640	66360554
4682	11	66360292	66373490
4683	11	66384053	66394818
4684	11	66384097	66413940
4685	11	66384097	66434153
4686	11	66432469	66445392
4687	11	66433507	66435845
4688	11	66452719	66496697
4689	11	66511922	66610987
4690	11	66610306	66614017
4691	11	66615704	66725847
4692	11	66624118	66627946
4693	11	66742748	66744475
4694	11	66774249	66818334
4695	11	66824289	66839484
4696	11	66886740	67025558
4697	11	66963391	66964638
4698	11	67033881	67054027
4699	11	67056018	67069956
4700	11	67070919	67080078
4701	11	67118248	67124443
4702	11	67131639	67141648
4703	11	67159176	67165881
4704	11	67165654	67188654
4705	11	67171386	67177560
4706	11	67182439	67193078
4707	11	67195931	67202872
4708	11	67198838	67202870
4709	11	67202981	67205538
4710	11	67205519	67211292
4711	11	67218772	67220200
4712	11	67219877	67226699
4713	11	67231824	67236743
4714	11	67250512	67258574
4715	11	67259239	67273734
4716	11	67273968	67276120
4717	11	67286383	67290899
4718	11	67351066	67354131
4719	11	67370351	67374177
4720	11	67372992	67374113
4721	11	67374323	67380006
4722	11	67395409	67397401
4723	11	67398774	67407031
4724	11	67410026	67418130
4725	11	67429633	67448671
4726	11	67758575	67772452
4727	11	67776048	67796744
4728	11	67792277	67797928
4729	11	67798084	67804111
4730	11	67806483	67818362
4731	11	67818207	67821229
4732	11	67820326	67888911
4733	11	67889520	67897985
4734	11	67922330	67981295
4735	11	68028803	68039469
4736	11	68080077	68216743
4737	11	68228186	68382802
4738	11	68451247	68458643
4739	11	68474908	68519032
4740	11	68522088	68611878
4741	11	68658744	68671303
4742	11	68671310	68708070
4743	11	68708971	68710320
4744	11	68747490	68748455
4745	11	68768233	68769516
4746	11	68771862	68772568
4747	11	68771863	68780877
4748	11	68779751	68785915
4749	11	68816365	68858072
4750	11	68923378	68927220
4751	11	69061605	69182494
4752	11	69455855	69469242
4753	11	69467844	69490184
4754	11	69513000	69519410
4755	11	69587254	69587718
4756	11	69587797	69590171
4757	11	69624992	69633792
4758	11	69918540	69921539
4759	11	69924408	70035634
4760	11	69975403	69995729
4761	11	70033894	70034615
4762	11	70049269	70053496
4763	11	70052397	70053496
4764	11	70116806	70230509
4765	11	70128473	70209474
4766	11	70166034	70167521
4767	11	70170977	70173315
4768	11	70204304	70204783
4769	11	70218352	70244594
4770	11	70244510	70282690
4771	11	70313961	70963623
4772	11	70323382	70323697
4773	11	70477199	70481595
4774	11	70492270	70493667
4775	11	70708895	70711220
4776	11	71139239	71163914
4777	11	71159720	71163203
4778	11	71164155	71235153
4779	11	71238313	71239210
4780	11	71249071	71250253
4781	11	71259466	71260653
4782	11	71276609	71279980
4783	11	71292901	71314399
4784	11	71292956	71318487
4785	11	71498556	71512282
4786	11	71544246	71548756
4787	11	71576555	71639700
4788	11	71639747	71708643
4789	11	71709587	71716761
4790	11	71713910	71791739
4791	11	71725337	71731956
4792	11	71791382	71821828
4793	11	71796941	71814433
4794	11	71817424	71823826
4795	11	71825915	71850936
4796	11	71874366	71920285
4797	11	71900602	71907345
4798	11	71927645	71932994
4799	11	71934745	71950149
4800	11	71950121	71956708
4801	11	72003469	72145692
4802	11	72013183	72014009
4803	11	72062391	72064254
4804	11	72065560	72074599
4805	11	72121760	72123123
4806	11	72287185	72385635
4807	11	72295616	72299023
4808	11	72354281	72370451
4809	11	72396114	72504644
4810	11	72396120	72404853
4811	11	72411519	72416652
4812	11	72465774	72504726
4813	11	72525353	72554719
4814	11	72547790	72853306
4815	11	72926043	72926958
4816	11	72929343	72947397
4817	11	72950020	72953380
4818	11	72975550	73009662
4819	11	73018280	73020406
4820	11	73019334	73080136
4821	11	73087309	73108519
4822	11	73106604	73107481
4823	11	73111532	73309234
4824	11	73116342	73121727
4825	11	73357223	73373864
4826	11	73386683	73472182
4827	11	73433394	73433739
4828	11	73471608	73472115
4829	11	73498361	73576178
4830	11	73583712	73588033
4831	11	73587744	73638790
4832	11	73661364	73681411
4833	11	73674702	73681332
4834	11	73685712	73694352
4835	11	73711326	73720480
4836	11	73723763	73882255
4837	11	73882144	73965748
4838	11	73946846	74022702
4839	11	74041363	74109518
4840	11	74108594	74196787
4841	11	74120105	74127424
4842	11	74165886	74178774
4843	11	74166393	74167870
4844	11	74202757	74204778
4845	11	74204896	74380162
4846	11	74407474	74442430
4847	11	74459913	74553458
4848	11	74518784	74660245
4849	11	74660292	74690076
4850	11	74699179	74729938
4851	11	74799758	74800799
4852	11	74810217	74851193
4853	11	74811608	74917594
4854	11	74951950	74954742
4855	11	74971171	74972069
4856	11	74975226	75062873
4857	11	74975333	74976214
4858	11	75110530	75133324
4859	11	75133438	75141674
4860	11	75145685	75236948
4861	11	75217982	75219436
4862	11	75273101	75283828
4863	11	75294241	75305710
4864	11	75297963	75380165
4865	11	75307189	75308315
4866	11	75346928	75349632
4867	11	75428864	75444003
4868	11	75469500	75479692
4869	11	75470557	75512579
4870	11	75486949	75487974
4871	11	75511922	75514460
4872	11	75514476	75526451
4873	11	75526212	75854239
4874	11	75625245	75626257
4875	11	75848359	75848775
4876	11	75897369	75921780
4877	11	75901769	75906115
4878	11	76061000	76092015
4879	11	76092357	76125663
4880	11	76100692	76101172
4881	11	76103240	76103949
4882	11	76155967	76264069
4883	11	76368100	76374910
4884	11	76368568	76381791
4885	11	76470960	76479267
4886	11	76493295	76509198
4887	11	76493625	76494106
4888	11	76511408	76515599
4889	11	76571911	76737841
4890	11	76666461	76689663
4891	11	76745385	76753096
4892	11	76777979	76837201
4893	11	76813886	76814377
4894	11	76839310	76926284
4895	11	76927603	77012732
4896	11	77032752	77185680
4897	11	77184416	77188074
4898	11	77225981	77348850
4899	11	77300436	77321400
4900	11	77371041	77532063
4901	11	77428757	77429456
4902	11	77449725	77450613
4903	11	77532155	77629478
4904	11	77540700	77583308
4905	11	77561650	77562557
4906	11	77577458	77581137
4907	11	77589766	77705724
4908	11	77726761	77727541
4909	11	77726761	77757237
4910	11	77728017	77790911
4911	11	77733979	77734767
4912	11	77774907	77779397
4913	11	77779350	77791265
4914	11	77811982	77850706
4915	11	77850817	77886369
4916	11	77882295	77899868
4917	11	77899858	77925757
4918	11	77926343	78129394
4919	11	78035804	78155095
4920	11	78099107	78103451
4921	11	78147007	78285919
4922	11	78244222	78269611
4923	11	78363876	79151992
4924	11	78460295	78467525
4925	11	82443053	82444906
4926	11	82534544	82681626
4927	11	82611017	82669319
4928	11	82674723	82750157
4929	11	82684175	82782965
4930	11	82868030	82898493
4931	11	82891186	82895562
4932	11	82904781	82971736
4933	11	82920473	82924421
4934	11	82970139	82997450
4935	11	82997171	83134559
4936	11	83166055	85338966
4937	11	83354645	83436433
4938	11	84431869	84511744
4939	11	84647733	84666749
4940	11	85339629	85347580
4941	11	85359011	85367591
4942	11	85370752	85393951
4943	11	85394893	85397320
4944	11	85405267	85522184
4945	11	85563600	85565986
4946	11	85566144	85631064
4947	11	85627545	85634725
4948	11	85668727	85780924
4949	11	85955586	85989855
4950	11	86013253	86056969
4951	11	86085778	86134151
4952	11	86142632	86333909
4953	11	86152150	86383678
4954	11	86502101	86663952
4955	11	86603256	86636079
4956	11	86656721	86666433
4957	11	86748886	87034800
4958	11	87831759	87849003
4959	11	87846410	87908635
4960	11	88026760	88070955
4961	11	88237744	88257222
4962	11	88237744	88799113
4963	11	88910620	89028927
4964	11	89057524	89322779
4965	11	89443467	89451040
4966	11	89530823	89541743
4967	11	89602450	89609185
4968	11	89644279	89654935
4969	11	89764274	89806558
4970	11	89864683	89926062
4971	11	89934328	89956532
4972	11	92085262	92629618
4973	11	92133357	92141342
4974	11	92481898	92500033
4975	11	92702886	92718232
4976	11	92877341	92931130
4977	11	93063137	93171653
4978	11	93211638	93276674
4979	11	93394805	93463522
4980	11	93454679	93455032
4981	11	93463114	93517557
4982	11	93474757	93497915
4983	11	93517393	93547861
4984	11	93551398	93583697
4985	11	93754527	93846917
4986	11	93862094	93915138
4987	11	94038759	94040887
4988	11	94110477	94134585
4989	11	94152895	94227074
4990	11	94206074	94206736
4991	11	94226795	94232749
4992	11	94277006	94354587
4993	11	94277017	94283063
4994	11	94278496	94473521
4995	11	94439597	94609918
4996	11	94607217	94658686
4997	11	94695787	94706776
4998	11	94706845	94732682
4999	11	94758422	94760760
5000	11	94822974	94865809
5001	11	94883703	94967268
5002	11	94898704	94965705
5003	11	95502106	95523573
5004	11	95523129	95565857
5005	11	95566046	95658479
5006	11	95709762	96076344
5007	11	96085933	96123087
5008	11	96123153	96240738
5009	11	98891683	100229616
5010	11	100554893	100558686
5011	11	100558384	100862668
5012	11	100862811	100864663
5013	11	100900355	101001255
5014	11	101322295	101743293
5015	11	101761405	101787253
5016	11	101785746	101871789
5017	11	101918174	101955291
5018	11	101978617	101980573
5019	11	101981192	102104154
5020	11	102100582	102101653
5021	11	102188215	102210134
5022	11	102217942	102249401
5023	11	102267063	102341115
5024	11	102323650	102332739
5025	11	102337986	102369532
5026	11	102391239	102401484
5027	11	102447566	102496063
5028	11	102477647	102498801
5029	11	102552041	102554644
5030	11	102562218	102576537
5031	11	102582526	102597781
5032	11	102641234	102651359
5033	11	102660651	102668891
5034	11	102706532	102714534
5035	11	102813724	102826463
5036	11	102921416	102926528
5037	11	102932805	102962944
5038	11	102980160	103350591
5039	11	103777914	104035107
5040	11	103816276	103817274
5041	11	103907308	103909922
5042	11	104756445	104769397
5043	11	104813593	104840163
5044	11	104864962	104893895
5045	11	104896170	104972158
5046	11	104912053	104972158
5047	11	104963196	104972158
5048	11	105008448	105010453
5049	11	105480721	105852819
5050	11	105866350	105893130
5051	11	105921825	105948492
5052	11	105946228	105969437
5053	11	105956717	105972702
5054	11	106544738	106889250
5055	11	107197071	107328572
5056	11	107373452	107436472
5057	11	107461817	107537505
5058	11	107462471	107463949
5059	11	107578104	107590419
5060	11	107582998	107595135
5061	11	107643129	107647344
5062	11	107650219	107652316
5063	11	107661717	107799019
5064	11	107799229	107834208
5065	11	107879459	107978503
5066	11	107975801	107992411
5067	11	107992243	108018503
5068	11	108027942	108093369
5069	11	108093211	108239829
5070	11	108130255	108136480
5071	11	108179246	108338258
5072	11	108342832	108369159
5073	11	108376158	108464465
5074	11	108535752	108811657
5075	11	109225812	109454633
5076	11	109292846	109299840
5077	11	109964087	110042566
5078	11	110045605	110167447
5079	11	110300607	110335605
5080	11	110447766	110583912
5081	11	111126707	111157126
5082	11	111164114	111175770
5083	11	111169565	111179460
5084	11	111222977	111326355
5085	11	111284967	111288911
5086	11	111320593	111322036
5087	11	111322064	111328876
5088	11	111338251	111383079
5089	11	111384768	111397480
5090	11	111385510	111407756
5091	11	111411005	111432264
5092	11	111473115	111601577
5093	11	111597632	111637151
5094	11	111652919	111742305
5095	11	111657010	111750149
5096	11	111687938	111699936
5097	11	111744780	111751967
5098	11	111749659	111756699
5099	11	111779289	111794446
5100	11	111782966	111789574
5101	11	111783460	111797595
5102	11	111788756	111797596
5103	11	111797868	111893308
5104	11	111886031	111886848
5105	11	111895538	111935114
5106	11	111934734	111944998
5107	11	111944810	111955874
5108	11	111955524	111957522
5109	11	111957497	111990353
5110	11	111957627	112064528
5111	11	112013974	112034840
5112	11	112035920	112043329
5113	11	112038095	112043282
5114	11	112041253	112071394
5115	11	112046190	112095422
5116	11	112097088	112140678
5117	11	112118876	112131583
5118	11	112130988	112132117
5119	11	112830002	112834182
5120	11	112831997	113149158
5121	11	113140254	113144623
5122	11	113149159	113185159
5123	11	113185251	113254266
5124	11	113239200	113239839
5125	11	113258513	113271140
5126	11	113276043	113282839
5127	11	113280318	113346413
5128	11	113558272	113577095
5129	11	113603909	113644533
5130	11	113641115	113642413
5131	11	113650469	113651222
5132	11	113668596	113746292
5133	11	113688799	113693180
5134	11	113775399	113817287
5135	11	113845603	113861035
5136	11	113930315	114121398
5137	11	114081338	114227293
5138	11	114128509	114184007
5139	11	114231357	114250767
5140	11	114262165	114271139
5141	11	114270752	114284925
5142	11	114271404	114314654
5143	11	114310108	114321001
5144	11	114392437	114430617
5145	11	114441313	114466484
5146	11	114549108	114579362
5147	11	115039938	115375675
5148	11	116618886	116643704
5149	11	116644105	116644921
5150	11	116648436	116658766
5151	11	116660083	116663136
5152	11	116683920	116684719
5153	11	116691419	116694022
5154	11	116700422	116703788
5155	11	116706467	116708666
5156	11	116706833	116726445
5157	11	116714118	116969153
5158	11	116756762	116761437
5159	11	116969703	116978886
5160	11	117014983	117047610
5161	11	117049449	117068160
5162	11	117070037	117075498
5163	11	117075053	117103241
5164	11	117103341	117157161
5165	11	117156402	117186975
5166	11	117185273	117283984
5167	11	117187078	117198754
5168	11	117298489	117688240
5169	11	117671559	117699413
5170	11	117689158	117693172
5171	11	117690878	117747382
5172	11	117704434	117709657
5173	11	117707693	117748201
5174	11	117771358	117800174
5175	11	117857063	117872196
5176	11	117886487	117957508
5177	11	117947753	117992605
5178	11	118004092	118023603
5179	11	118032666	118047388
5180	11	118064455	118095809
5181	11	118097409	118123065
5182	11	118124118	118135251
5183	11	118175260	118186890
5184	11	118209669	118213459
5185	11	118215059	118225876
5186	11	118230300	118269926
5187	11	118267810	118272610
5188	11	118271869	118302211
5189	11	118286692	118287236
5190	11	118303836	118305921
5191	11	118307205	118397539
5192	11	118382626	118401809
5193	11	118398187	118401912
5194	11	118401756	118417995
5195	11	118415243	118443685
5196	11	118443105	118473748
5197	11	118477155	118528741
5198	11	118507338	118508815
5199	11	118528026	118550399
5200	11	118575316	118620973
5201	11	118620034	118661858
5202	11	118754475	118768508
5203	11	118756550	118758451
5204	11	118764584	118796317
5205	11	118795873	118829269
5206	11	118821578	118824153
5207	11	118842417	118852001
5208	11	118868852	118886501
5209	11	118874452	118875603
5210	11	118886422	118889401
5211	11	118889142	118896164
5212	11	118894824	118901616
5213	11	118914899	118916205
5214	11	118914900	118927913
5215	11	118938085	118938409
5216	11	118938403	118952688
5217	11	118955576	118964259
5218	11	118964564	118966177
5219	11	118967213	118979041
5220	11	118972908	118989252
5221	11	118992297	119006752
5222	11	119019722	119033360
5223	11	119027590	119027930
5224	11	119037277	119054725
5225	11	119056166	119060932
5226	11	119060347	119067479
5227	11	119076752	119178859
5228	11	119179241	119192231
5229	11	119205237	119208023
5230	11	119206959	119208019
5231	11	119209652	119217368
5232	11	119209652	119217383
5233	11	119209652	119217383
5234	11	119225925	119252436
5235	11	119243416	119252323
5236	11	119252488	119397374
5237	11	119288090	119295695
5238	11	119288661	119289824
5239	11	119479135	119529994
5240	11	119494120	119599794
5241	11	119600293	119610333
5242	11	119981983	120056237
5243	11	120039685	120042387
5244	11	120081475	120101041
5245	11	120107349	120190653
5246	11	120120468	120136641
5247	11	120195838	120204391
5248	11	120207787	120360645
5249	11	120329880	120330047
5250	11	120382468	120859613
5251	11	120382511	120385732
5252	11	120738642	120765506
5253	11	120894781	120961484
5254	11	120971882	121062202
5255	11	121163162	121179403
5256	11	121318040	121323722
5257	11	121322912	121504402
5258	11	121899063	121987031
5259	11	121986062	121986923
5260	11	122165898	122178727
5261	11	122526383	122685181
5262	11	122709208	122743347
5263	11	122753391	122830506
5264	11	122848278	122852428
5265	11	122928197	122933938
5266	11	122943035	123065989
5267	11	123059510	123098985
5268	11	123301058	123306427
5269	11	123396344	123498482
5270	11	123499895	123525952
5271	11	123594885	123612383
5272	11	123624196	123625253
5273	11	123676043	123677095
5274	11	123753633	123756349
5275	11	123777109	123778183
5276	11	123810250	123811344
5277	11	123813492	123814580
5278	11	123847368	123848488
5279	11	123864870	123865868
5280	11	123886282	123887217
5281	11	123893720	123894655
5282	11	123900297	123901341
5283	11	123908773	123909717
5284	11	123986069	124018428
5285	11	124055923	124056952
5286	11	124134723	124135763
5287	11	124179708	124180733
5288	11	124189134	124190184
5289	11	124252291	124253258
5290	11	124266278	124267264
5291	11	124293807	124294789
5292	11	124310022	124311054
5293	11	124412578	124413575
5294	11	124439893	124441037
5295	11	124481386	124490252
5296	11	124492732	124505287
5297	11	124503009	124565603
5298	11	124543694	124567414
5299	11	124609742	124617106
5300	11	124614530	124616233
5301	11	124617368	124622134
5302	11	124622026	124632186
5303	11	124629025	124635832
5304	11	124636394	124670569
5305	11	124670346	124704383
5306	11	124735282	124751366
5307	11	124753587	124757685
5308	11	124753587	124768396
5309	11	124761200	124762022
5310	11	124789089	124806308
5311	11	124789146	124790573
5312	11	124824017	124911385
5313	11	124932963	124959131
5314	11	124966398	124981659
5315	11	125028357	125034505
5316	11	125034583	125303285
5317	11	125058011	125061300
5318	11	125128522	125136694
5319	11	125315646	125366213
5320	11	125365110	125369424
5321	11	125439112	125454575
5322	11	125440180	125462473
5323	11	125461607	125495110
5324	11	125495036	125546150
5325	11	125541417	125551018
5326	11	125616188	125619762
5327	11	125646008	125648714
5328	11	125658006	125661495
5329	11	125703211	125709964
5330	11	125753509	125770543
5331	11	125763381	125773116
5332	11	125773142	125808811
5333	11	125773271	125793158
5334	11	125820011	125826214
5335	11	125825691	125933230
5336	11	125827795	125828547
5337	11	126071993	126081587
5338	11	126078506	126078922
5339	11	126081309	126132881
5340	11	126132814	126139039
5341	11	126138950	126148026
5342	11	126152960	126168740
5343	11	126162817	126164149
5344	11	126164193	126174213
5345	11	126173647	126215644
5346	11	126225535	126310239
5347	11	126293254	126873355
5348	11	126413842	126480843
5349	11	126522747	126551999
5350	11	126810642	126814986
5351	11	126862348	126865354
5352	11	126872805	126875953
5353	11	128328656	128457453
5354	11	128396037	128400284
5355	11	128499548	128556817
5356	11	128556430	128683162
5357	11	128561567	128565918
5358	11	128706210	128737268
5359	11	128761251	128790930
5360	11	128769460	128775930
5361	11	128804626	128813040
5362	11	128834955	129149219
5363	11	129245835	129322171
5364	11	129685714	129729898
5365	11	129733531	129765485
5366	11	129769601	129872730
5367	11	129936836	129944012
5368	11	129939732	130014699
5369	11	130029457	130080271
5370	11	130096572	130184581
5371	11	130274820	130298888
5372	11	130318869	130346532
5373	11	130542851	130587247
5374	11	130745331	130786404
5375	11	131240373	132206716
5376	11	131372653	131410761
5377	11	131416556	131443494
5378	11	131747574	131767002
5379	11	131850990	131854555
5380	11	132154196	132154975
5381	11	132284871	133402414
5382	11	132729140	132729972
5383	11	133229924	133235975
5384	11	133710526	133715433
5385	11	133778459	133826880
5386	11	133938820	134021896
5387	11	134020014	134095348
5388	11	134048719	134056061
5389	11	134094539	134117686
5390	11	134118173	134123264
5391	11	134123389	134135749
5392	11	134144139	134189458
5393	11	134201768	134248235
5394	11	134248398	134281812
5395	11	134855246	134856693
5396	12	147052	147377
5397	12	175931	287626
5398	12	215690	221016
5399	12	246577	258335
5400	12	273830	275487
5401	12	299243	323736
5402	12	302202	303296
5403	12	312808	314189
5404	12	329789	372039
5405	12	362608	366465
5406	12	383120	386289
5407	12	389295	498620
5408	12	498439	551811
5409	12	569530	672675
5410	12	673462	772945
5411	12	695031	695652
5412	12	699799	700435
5413	12	740057	772872
5414	12	861759	1020618
5415	12	1021243	1099219
5416	12	1083299	1100356
5417	12	1099675	1605099
5418	12	1489226	1500668
5419	12	1494999	1496153
5420	12	1639057	1756409
5421	12	1675159	1703331
5422	12	1797740	1897844
5423	12	1901123	2028002
5424	12	1929433	1945918
5425	12	2027117	2032033
5426	12	2055220	2113701
5427	12	2079952	2802108
5428	12	2113832	2120558
5429	12	2127379	2129698
5430	12	2157518	2158629
5431	12	2329703	2332645
5432	12	2378942	2398103
5433	12	2712516	2716606
5434	12	2777666	2781386
5435	12	2785167	2800366
5436	12	2904119	2914576
5437	12	2906043	2922068
5438	12	2906302	2913104
5439	12	2921788	2968957
5440	12	2934514	2944710
5441	12	2958397	2966213
5442	12	2966847	2986206
5443	12	2985424	2998626
5444	12	2986389	3050306
5445	12	3068496	3149839
5446	12	3186521	3395730
5447	12	3258963	3260642
5448	12	3490515	3703139
5449	12	3571884	3572752
5450	12	3715799	3873985
5451	12	3900213	3982608
5452	12	3980900	4019504
5453	12	4357931	4385350
5454	12	4361901	4384231
5455	12	4382938	4414516
5456	12	4430371	4462338
5457	12	4477393	4488894
5458	12	4537321	4554780
5459	12	4596894	4647674
5460	12	4647950	4669214
5461	12	4671370	4723325
5462	12	4714110	4771809
5463	12	4724674	4758213
5464	12	4754662	4757193
5465	12	4758261	4798454
5466	12	4766800	4853747
5467	12	4829507	4960277
5468	12	4918342	4960277
5469	12	4948121	4951841
5470	12	5019071	5040527
5471	12	5153085	5155949
5472	12	5541278	5630702
5473	12	5641035	6055398
5474	12	6058040	6233936
5475	12	6308881	6347425
5476	12	6419602	6437672
5477	12	6437923	6451280
5478	12	6456009	6486896
5479	12	6484211	6500733
5480	12	6548167	6560733
5481	12	6554033	6560884
5482	12	6560856	6575683
5483	12	6571403	6580153
5484	12	6601150	6603007
5485	12	6602522	6641121
5486	12	6619388	6619717
5487	12	6641456	6642664
5488	12	6643093	6647537
5489	12	6646960	6647536
5490	12	6647541	6665239
5491	12	6652670	6654097
5492	12	6666029	6677857
5493	12	6679249	6716642
5494	12	6687788	6693905
5495	12	6728001	6745613
5496	12	6747241	6756626
5497	12	6759446	6772314
5498	12	6772426	6781235
5499	12	6775643	6798738
5500	12	6802958	6809966
5501	12	6832399	6832853
5502	12	6832907	6841041
5503	12	6857170	6876641
5504	12	6874682	6880116
5505	12	6881678	6887621
5506	12	6896024	6929974
5507	12	6930711	6939136
5508	12	6949118	6956557
5509	12	6953957	6961230
5510	12	6961292	6975796
5511	12	6976283	6980112
5512	12	6980099	6998522
5513	12	6982733	7023407
5514	12	7022909	7032861
5515	12	7033626	7051484
5516	12	7052141	7055166
5517	12	7052671	7053767
5518	12	7055631	7070479
5519	12	7072408	7105520
5520	12	7074112	7074545
5521	12	7074490	7079988
5522	12	7085348	7125814
5523	12	7096351	7178336
5524	12	7187513	7245203
5525	12	7242183	7261869
5526	12	7260648	7275097
5527	12	7276280	7281538
5528	12	7281675	7283794
5529	12	7282294	7311541
5530	12	7319270	7341665
5531	12	7341281	7371170
5532	12	7456880	7481320
5533	12	7499281	7632493
5534	12	7623409	7656489
5535	12	7801996	7818499
5536	12	7842378	7848372
5537	12	7864050	7870155
5538	12	7882011	7904201
5539	12	7917812	7926717
5540	12	7940390	7948655
5541	12	7965108	8043744
5542	12	8071826	8088871
5543	12	8185299	8208099
5544	12	8210898	8219067
5545	12	8234807	8250367
5546	12	8276228	8291203
5547	12	8290733	8341133
5548	12	8332805	8368747
5549	12	8373856	8380214
5550	12	8608522	8630926
5551	12	8662071	8674962
5552	12	8685901	8693559
5553	12	8754762	8765467
5554	12	8789942	8815484
5555	12	8816607	8821607
5556	12	8834196	8935691
5557	12	8928815	8983543
5558	12	8972412	8973309
5559	12	8975068	9039597
5560	12	9066492	9094063
5561	12	9092959	9102551
5562	12	9102640	9163356
5563	12	9139771	9149162
5564	12	9217773	9220651
5565	12	9220260	9268825
5566	12	9301436	9360966
5567	12	9747147	9760482
5568	12	9799610	9800605
5569	12	9811163	9814681
5570	12	9817565	9848413
5571	12	9868456	9885895
5572	12	9905082	9913497
5573	12	9980077	9997606
5574	12	10005583	10022735
5575	12	10019626	10022407
5576	12	10034088	10048432
5577	12	10051272	10084980
5578	12	10103915	10148293
5579	12	10138241	10166023
5580	12	10163226	10171218
5581	12	10167839	10183205
5582	12	10183276	10218565
5583	12	10222153	10264226
5584	12	10269376	10282857
5585	12	10310902	10324737
5586	12	10323141	10344400
5587	12	10365057	10375727
5588	12	10366760	10367360
5589	12	10378657	10469850
5590	12	10516368	10551105
5591	12	10524952	10544473
5592	12	10524952	10562745
5593	12	10559983	10562356
5594	12	10564911	10573194
5595	12	10564911	10588600
5596	12	10579453	10594899
5597	12	10594863	10607284
5598	12	10658201	10675734
5599	12	10758612	10766222
5600	12	10771538	10826917
5601	12	10851683	10875911
5602	12	10954131	10955226
5603	12	10958650	10959892
5604	12	10961693	10962767
5605	12	10977559	11324212
5606	12	10977916	10978957
5607	12	11033610	11036854
5608	12	11060525	11062161
5609	12	11081835	11084940
5610	12	11090005	11324172
5611	12	11138512	11139511
5612	12	11149094	11150474
5613	12	11174218	11175219
5614	12	11182986	11184006
5615	12	11187087	11187275
5616	12	11213964	11214893
5617	12	11243886	11244912
5618	12	11285557	11287243
5619	12	11318689	11323952
5620	12	11338599	11339543
5621	12	11418857	11422739
5622	12	11460017	11463369
5623	12	11504757	11548500
5624	12	11544476	11653975
5625	12	11552315	11639612
5626	12	11802788	12048336
5627	12	12202778	12364018
5628	12	12268959	12419946
5629	12	12482198	12503475
5630	12	12508342	12510001
5631	12	12510013	12619840
5632	12	12628829	12715317
5633	12	12764761	12798042
5634	12	12813825	12849141
5635	12	12867992	12875305
5636	12	12876231	12876945
5637	12	12878851	12982909
5638	12	12966250	12982915
5639	12	13043716	13070871
5640	12	13080660	13137579
5641	12	13093709	13105081
5642	12	13115234	13116473
5643	12	13127798	13153207
5644	12	13197218	13295455
5645	12	13236494	13256619
5646	12	13349650	13369708
5647	12	13524023	13540101
5648	12	13693165	14133053
5649	12	14518610	14651697
5650	12	14656595	14721283
5651	12	14683085	14686163
5652	12	14720684	14772689
5653	12	14765576	14849519
5654	12	14818589	14910897
5655	12	14915438	14920865
5656	12	14920933	14924065
5657	12	14927270	14930936
5658	12	14939410	14956474
5659	12	14956506	15059520
5660	12	14957584	14967116
5661	12	14978503	14996429
5662	12	14994026	14997642
5663	12	15034115	15038860
5664	12	15066969	15092016
5665	12	15094951	15114662
5666	12	15125956	15134799
5667	12	15260717	15501609
5668	12	15265297	15267632
5669	12	15475331	15750333
5670	12	15773092	16035263
5671	12	16035325	16056412
5672	12	16064106	16190220
5673	12	16341419	16430619
5674	12	16500076	16762193
5675	12	16701307	16763528
5676	12	16720345	16726874
5677	12	18233803	18473041
5678	12	18400548	18801348
5679	12	18836103	18890991
5680	12	18867729	18890812
5681	12	18891045	18892121
5682	12	19282648	19529334
5683	12	19300008	19307593
5684	12	19556979	19873735
5685	12	20514666	20523196
5686	12	20522179	20837315
5687	12	20848289	20906320
5688	12	20963636	21243040
5689	12	20968608	21243179
5690	12	20968673	21245679
5691	12	21200113	21329829
5692	12	21284136	21392180
5693	12	21417534	21572528
5694	12	21507893	21532912
5695	12	21590549	21623300
5696	12	21621845	21654603
5697	12	21654715	21671342
5698	12	21679241	21690311
5699	12	21689123	21757781
5700	12	21788276	21910791
5701	12	21815247	21912966
5702	12	21912914	21919639
5703	12	21917889	21928515
5704	12	21950335	22094336
5705	12	21980144	22040891
5706	12	22199108	22218608
5707	12	22216707	22589975
5708	12	22601517	22697480
5709	12	22762162	22777949
5710	12	22778009	22843599
5711	12	23682440	24103966
5712	12	23790907	23791421
5713	12	24964295	25102393
5714	12	24983355	24989492
5715	12	25055243	25057615
5716	12	25102097	25113092
5717	12	25146358	25150453
5718	12	25173936	25261268
5719	12	25249802	25253914
5720	12	25261354	25348096
